NDC,Catalog Number,Price
06034178124,240102,29.82
44170038504,240156,28.57
21540075560,240327,32.94
45527041401,240334,50.40
04173545865,240345,32.51
13485313401,240578,85.84
18661022481,240644,2.33
01865518412,240738,96.44
40727066304,241483,45.30
41042510307,241762,35.89
05442131687,241847,15.87
05304427882,242003,13.52
07372655845,242048,1.86
53522013676,242131,108.78
85288088158,242334,12.88
24127072858,242428,48.23
00663106681,242637,89.54
01732813824,242650,81.93
87830705003,242767,14.29
05466683481,242782,10.74
54427060864,243108,12.21
06775855081,243116,36.98
37238028474,243130,15.19
02823557468,243455,35.70
07700822220,243526,41.41
72481885701,243654,62.42
10835047635,243827,38.28
03574843228,243887,26.22
78565032676,244360,50.00
05677722100,245131,26.22
05424706316,245353,12.19
77407086850,245568,44.50
41758062831,245586,107.83
02777550767,245612,20.42
67754055345,245631,23.54
51402783204,245775,38.76
03651635052,246158,53.13
03681871524,246208,16.10
31158845206,246483,17.63
84204833403,246645,77.89
00071620520,246666,150.70
46208228707,246867,32.85
45836052300,247360,19.61
50013058728,247415,24.19
20872024347,247423,9.35
65178310103,247606,86.30
52352244604,247647,87.50
34467081110,247811,212.26
40235736806,247845,39.27
00063042150,248034,219.42
00265065833,248077,178.80
54178266106,248211,35.60
02182655517,248274,25.40
64647514507,248333,37.81
08725360154,248432,29.93
70023760008,248781,3.24
08754068752,248841,35.18
81777008560,250015,1.42
03124400603,250135,12.30
77558514002,250224,40.73
10827250608,250240,28.90
60056052855,250362,98.49
44724671106,250405,48.56
08310380116,250472,6.29
37860073616,250548,51.91
00370455672,250624,167.87
86452015036,250640,1.58
05512017061,250708,10.81
75117282500,251203,5.11
02126170588,251216,83.25
43728088427,251356,37.83
30717044563,251570,64.11
06183611337,251686,27.14
44054073848,251715,28.68
08313283508,251750,20.31
51634454702,251777,109.76
05153055550,251785,48.47
56374028645,251857,3.13
02780704387,252047,16.96
01467067045,252148,40.18
07307528166,252273,30.71
07808633747,252546,36.36
02883074247,252553,89.17
03382215201,252613,36.55
08534635800,252625,27.36
37565062726,252750,17.57
00181726715,252858,2.73
34274305500,253027,17.71
05786602557,253217,21.13
33438154606,253276,30.86
13261005202,253306,52.94
06572342035,253363,17.86
75583524101,253631,119.12
66065165004,253652,12.30
03646448283,253857,17.62
00224105161,254013,41.47
02528717003,254051,37.48
17056026657,254054,46.52
00315024682,254221,47.86
08050121307,254288,18.66
08451044730,254350,46.44
00361448271,254456,78.57
45330030507,255104,3.85
04077272050,255132,2.44
87135042277,255288,62.78
00403207105,255547,41.27
00118351181,255666,66.18
20850752808,255677,52.07
12526053665,256058,7.75
53716715306,256182,42.43
23361241507,256214,73.15
60713012226,256238,17.21
06745112762,256577,16.85
47223012071,256754,133.39
01240402454,256762,36.99
50325320502,257102,47.35
01111744130,257534,40.17
50263006004,257618,41.71
52778274603,257700,51.65
04548846418,258125,167.39
05280187028,258135,31.40
73816803308,258137,87.22
05556562245,258161,102.85
01200016311,258228,18.26
83686168103,258450,38.18
65632021108,258544,34.32
67454063611,258575,4.10
08750438874,258577,15.26
17068026504,258683,31.71
33722086715,260038,85.84
43437651600,260311,117.99
03420006547,260324,25.31
02601306318,260331,174.57
50386046268,261565,103.44
31128066581,261653,99.62
01662426772,261781,96.72
82257502005,262062,66.84
11664038372,262082,47.98
06425251214,262085,74.52
04507311782,262225,120.47
06428061443,262472,60.57
57022076306,262564,9.96
06075545318,262582,196.70
07533487250,262761,30.71
00558583770,262787,92.33
74645004340,263404,28.23
25332446408,263560,124.87
62572384707,263684,96.81
35112072353,263685,118.57
60364044704,263803,26.28
70330205007,263855,12.22
01353464467,264000,58.45
06322228312,264036,37.63
06413625712,264136,22.61
06886820040,264238,21.59
01145184588,264314,37.41
01858613862,264374,41.90
27861757503,264424,34.34
72520045647,264763,3.56
60718043624,264777,53.58
72882016538,265135,40.79
30363006664,265281,15.51
31805047504,265467,58.44
08200641115,265480,35.37
44857062080,265575,37.51
54685082122,265860,43.98
01206816628,265861,46.95
61818234102,266111,46.15
48870642306,266365,47.38
64637518601,266386,8.65
34051063066,266428,145.59
22645804103,266737,43.42
53680028867,266841,78.91
88215018756,267075,49.72
61667062380,267182,24.27
08681018172,267186,19.28
38550765103,267244,89.19
04007831230,267273,43.93
61687312301,267487,28.26
85670045731,268061,85.28
01152748187,268125,20.42
01538137368,268243,43.95
41733452301,268624,19.97
21438050188,268677,15.41
04653886306,268844,31.28
00337340364,268885,20.64
12008101106,270023,77.17
00285568188,270085,37.00
01716322540,270410,13.60
07728350630,270422,1.92
55075641306,271167,59.90
46631061308,271175,13.45
05373713286,271264,60.86
05787668336,271710,4.71
70538000386,271850,47.18
01087033236,272033,41.64
00165840546,272107,71.44
03582075735,272244,48.10
06858532018,272416,90.89
23037076554,272666,9.96
82628041650,272774,9.16
06336252762,272842,29.43
07684053767,273112,63.94
86875022430,273160,175.20
07314668167,273170,38.28
83384000857,273871,44.76
36352126001,274152,41.36
05477471450,274675,2.52
00288537031,274752,75.41
42666052760,275005,168.39
08751501273,275061,6.09
04718852412,275360,12.94
01270824362,275438,41.89
08335036365,275661,69.29
67388021100,276102,34.55
62741010212,276105,44.75
73758715600,276374,3.50
56444050884,276634,104.09
32611003718,277036,13.83
31384635005,277145,168.94
04308144428,277755,29.58
06208617567,277877,99.55
08001075148,278380,92.20
07015220303,278633,89.30
02757070814,280187,40.94
01266455450,280343,93.21
43065688203,280383,27.98
50164076482,280414,6.54
03003070132,280522,4.79
05778651281,280880,127.96
03505830111,281026,21.69
41743030713,281034,36.92
02621662447,281072,2.96
81843008516,281147,56.39
04456733600,281240,101.40
05146631711,281301,61.68
43747078574,281708,90.84
44542058035,281760,14.88
43282012035,281801,7.29
00254344705,282484,23.34
06184242283,282568,90.27
48417015330,282708,147.74
30272000685,282808,70.14
06684018405,283005,75.47
02712520365,283261,193.55
01726035147,283300,34.95
12332048062,283353,41.43
33061047074,283662,10.58
08478162074,283734,84.46
64403713105,284003,90.71
23608068053,284067,64.18
20281021870,284115,8.96
74284308801,284131,12.66
61353087074,284375,30.40
85662064255,284667,48.70
03477063308,284678,34.93
04378560202,284802,20.22
26318825607,285206,90.10
07336620170,285245,40.29
35383020476,285308,23.89
16447564707,285357,47.19
36061046733,285606,171.57
63065010171,285803,42.57
06324542361,286075,23.27
68426010747,286113,29.14
40057027648,286355,46.28
16236015865,286468,18.38
22556000863,286760,33.69
42372236608,287033,48.95
80788032426,287277,8.40
40124246307,287385,88.69
00106063613,287405,37.58
08050445133,287450,7.23
05137307608,287611,5.93
04811525504,287867,155.50
74736077744,288304,71.24
48588481404,288473,14.78
40065260601,288553,6.81
00457872475,288835,18.20
87464123305,300138,14.84
48743064243,300373,48.92
18522847804,300630,70.10
48454156105,300787,38.93
00586450074,301013,12.67
12601416802,301016,161.73
88164014635,301152,45.92
28208174702,301202,41.55
71065055771,301226,36.60
28808087400,301442,93.32
05881265067,301680,36.41
81660082506,302226,38.88
53515100203,302435,50.57
37118085131,302514,62.24
01102057784,302663,118.41
46164088212,303016,89.90
45252685201,303156,50.11
08172101707,303162,43.73
68626020080,303338,45.05
41763000614,303505,183.91
01115580008,303610,164.41
43288044854,304055,31.35
38813240100,304073,73.26
00614532203,304077,49.11
45871080718,304343,134.17
81030311106,304455,82.99
58152063077,304740,161.44
00144858214,305084,20.86
04536485152,305156,30.80
30023004273,305173,8.90
52617874503,305234,16.21
05220688032,305347,143.48
15842047321,305856,22.47
84300034268,306414,11.98
68227714805,306537,163.38
58621023201,307153,31.19
16866057427,307377,52.59
22470442103,307557,43.20
55437842604,307633,45.90
61062018463,307813,69.61
13257432806,307825,100.40
36631005487,308000,21.16
01782070308,308050,9.46
47553043710,308222,62.35
00765615766,308247,79.19
71454031453,308460,48.00
06732806268,308704,28.79
02261874525,308883,93.12
46276005671,310047,12.34
06722768605,310134,80.64
17660000303,310442,40.99
88006016611,310527,3.12
18546220103,310886,13.23
31160071610,311052,12.75
04521015133,311222,20.77
00478074671,311325,49.70
00713663305,311454,46.81
18172062268,311455,39.74
24775054576,311631,19.97
21213133301,311635,179.71
02840247221,311845,79.38
62130073502,311860,40.61
23724035807,312141,37.40
43514547304,312144,57.01
07388430424,312147,97.29
25501788104,312347,69.90
07060303131,312434,37.68
21061123206,312440,125.26
01272747703,312662,23.74
14644170602,313316,3.18
00280486585,313574,41.93
58528564707,313650,4.00
24283057038,314164,38.22
06023807768,314428,15.50
62544016730,314640,17.20
63460321507,314686,27.48
04440103336,314732,54.70
51301077514,314854,9.43
02054542607,314881,43.84
18451008171,315150,33.15
74204720301,315671,12.73
27268247000,315675,158.15
02543044454,315688,86.26
06288552650,315724,6.44
41215041701,315888,53.46
07615187122,316116,103.61
63073021276,316430,43.29
70478025838,317136,30.62
10008006857,317156,4.64
02480036254,317405,61.70
24103185203,317836,25.69
70667043703,318052,40.58
73257563101,318140,11.65
80262001416,318143,24.92
05885318653,318258,21.56
05634054586,318342,158.54
66235845006,320025,38.97
71433783200,320154,1.64
16276710202,320221,10.45
16767074632,320577,34.76
05837063212,320843,10.86
74227062705,320882,8.74
02835762443,321033,42.12
06051037028,321518,23.23
03267430143,321661,2.32
64522100705,322034,35.70
02663620636,322122,6.89
08868600888,322172,42.29
48845058807,322514,44.14
05357007310,322581,59.18
56551051806,322684,19.41
00715103112,322824,42.36
11642513208,322844,32.83
37487543607,323206,105.78
14688017735,323228,152.13
28207814400,323257,13.65
08828677061,323305,16.19
65348833402,323324,2.95
76757063403,323421,41.48
64857083308,323466,48.79
75813747508,324067,8.98
05673881363,324112,24.94
01352663033,324170,80.95
04586064347,324327,15.38
74058066256,324425,45.41
00218348272,324678,43.46
02743781343,324775,99.32
58155248003,325027,34.39
08563870660,325306,27.44
53451717307,325400,49.38
05132066218,325552,16.81
38746465801,325565,17.92
06248011447,326047,1.20
08050273631,326288,57.74
02300453244,326343,8.93
43064853208,326354,13.27
01550164030,326752,36.88
01232171832,326817,3.31
20576041144,326876,49.88
71070082486,327053,45.71
45884067021,327140,59.11
04652403155,327288,73.45
00306025827,327315,1.99
06841711442,327652,143.29
87870027401,327677,12.66
00714873153,327813,36.94
43036037441,328315,24.42
48388035816,328464,7.33
88532027762,328568,7.22
20684131600,328672,161.39
53018035138,330121,2.92
04434586107,330437,75.26
24018061506,330608,1.65
40801067624,331024,53.80
02481262427,331205,69.80
07648461506,331276,49.78
56044011428,331516,89.19
25736251500,331823,4.49
32824068047,331861,55.40
80331333201,331865,5.30
01463031153,332170,182.90
04175505406,332568,91.45
06023312676,332677,12.92
62280086712,333268,25.41
06382781313,333304,24.72
00850416280,333424,15.62
03648418002,333451,182.21
03026038151,334032,43.62
53252026872,334082,17.46
40082073060,334166,7.95
74333056445,334232,21.60
47512037280,334252,34.48
75506338207,334387,88.12
43633042403,334415,168.38
03083657740,334423,60.60
10780251306,334648,47.63
00017024415,334846,6.83
32074730507,335058,40.69
56544067667,335151,76.26
57866056306,335342,28.97
26068031450,335448,25.53
47050022526,335633,14.85
42752053052,335878,14.43
02226860543,336333,41.00
80881331507,336436,9.25
16662080040,336835,64.20
63057056327,336872,99.84
75486263202,337032,95.64
10177206503,337120,32.64
03806427135,337182,147.80
45275062530,337360,42.69
30608234502,337413,35.23
37800063855,337505,25.61
05528770020,337551,53.60
43083646706,337635,50.74
04332837472,337884,21.96
30038021323,338001,111.38
23124031765,338026,65.67
05560767047,338251,2.35
54865775806,338308,173.13
04128023872,338353,10.10
51680045545,338612,15.40
86100783608,338686,185.45
00540274655,338825,13.16
72544035313,340167,71.99
73272081382,340388,44.86
07467673016,340507,5.73
75277346308,340706,167.83
05342341242,340735,12.62
28537013070,340767,38.30
68034324501,340804,17.20
02437638600,341073,161.92
37462014505,341100,48.69
82704766402,341346,11.75
05172421461,341384,108.59
07865417828,341407,74.60
44030078034,341431,87.50
26886084653,342432,4.95
07857322012,342435,22.69
06732073252,342507,3.75
05414780106,342565,44.18
36454425300,343131,14.30
50103023558,343182,55.71
21547061365,343233,36.38
87670057036,343256,5.83
01326630608,343432,79.32
01027606072,343438,57.87
04671407525,343564,52.36
66288324306,343634,24.14
07467552001,343664,23.28
03825830423,344452,50.68
50685004427,344563,40.94
43381821003,344746,1.40
26027454008,345327,104.50
75112026482,345384,4.60
01305608040,345645,72.15
02787340067,345853,14.84
06107721875,346031,181.45
06878564643,346307,12.18
02324681121,346400,171.16
32120084843,346576,83.63
03235564306,346605,20.35
00882324011,346821,220.75
83308070867,346851,2.40
18882045270,346870,69.53
64023644003,346873,140.38
20113555308,347238,30.20
57371026605,348052,45.57
75657671005,348304,69.36
00886000188,348517,72.68
56414077372,348535,31.89
01284320574,348614,20.24
14523038257,348635,25.85
42348363601,348752,41.11
22104733407,350246,30.20
82750780706,350518,47.85
05583646576,350704,157.00
17838022526,351006,10.87
13350046028,351048,96.30
06587571316,351064,161.67
08417528221,351372,22.28
07604521317,351448,41.35
26500340007,351543,18.23
08064180310,351702,9.64
58466001444,352232,96.61
38565041500,352268,5.40
56574043275,352422,13.64
22161051846,352468,130.75
44785088635,352482,78.13
70064065470,352617,84.45
03882615572,352666,84.81
55467088066,352712,45.80
05285636743,353024,31.72
82604028000,353855,43.67
11504436501,354131,9.60
08458273788,354164,71.33
23635026600,354171,17.76
03051886463,354310,17.45
03271033465,354612,198.77
07733826803,354752,4.20
15214332201,354787,31.76
25018084668,355001,10.80
01458015554,355516,26.86
77364001478,355521,3.42
32034074842,355542,6.85
88872881402,355634,109.93
02034005885,355676,70.47
03812301045,356034,177.89
34022318708,356832,98.70
63614640207,356868,156.16
17168073345,357163,31.42
05570045163,357226,88.72
45301140803,357603,88.30
11508488800,357672,7.47
58483748300,358335,35.29
57384015484,358350,45.28
07718445302,358463,3.56
54620063136,358756,35.45
51212538805,358824,104.99
54707011057,358881,22.51
07728065001,358886,2.71
35577003325,360018,14.42
00573756812,360024,24.49
44861110007,360068,16.42
41717012727,360325,30.67
67785033805,360530,48.76
33624560505,360636,88.46
04810257081,360650,4.36
21443448400,360654,6.32
06535075055,360777,74.92
31814087030,361007,112.12
05085884522,361057,122.45
52604484707,361477,45.12
08503214172,361527,16.24
02412142718,361552,119.40
21612070865,361560,149.34
04516553421,361816,29.39
07801706675,361866,65.56
72326074768,362035,49.62
08460015453,362057,15.16
42067823407,362445,55.90
60478041207,362544,13.34
11135228507,362615,80.77
07875173716,362867,10.28
45676788201,363063,109.65
07630868807,363186,92.20
06488020337,363257,39.96
10015207004,363507,31.81
34114020601,363544,9.57
01072028355,363673,28.35
13221088002,364006,221.13
27275735204,364035,7.24
40660872304,364060,139.68
46885042051,364076,30.76
85352055212,364310,40.13
00452707313,364504,16.17
00272557285,364533,62.23
06666665748,364650,88.33
33756057550,365140,9.20
01531022103,365234,35.76
47233007158,365401,49.78
03545672641,365434,6.68
83451018038,365470,8.60
52333043300,365506,10.89
64006144207,365513,17.98
28804274105,365610,41.32
06574351778,366055,39.20
38121283508,366466,21.68
48114374801,366577,41.20
02214340065,366585,34.84
61210718306,366840,78.30
07617227525,367025,44.15
03317705614,367182,30.50
46210074377,367620,188.22
48630023340,367760,7.59
10615351801,367810,16.10
00545052878,368577,29.48
07784275084,368735,4.44
03257263351,368763,22.12
05748023287,368827,73.54
24185058703,370131,144.77
31627045734,370184,21.97
13720273602,370484,31.50
81025001580,370502,1.69
38417060764,370534,1.82
21063521201,370677,5.50
05458818135,370710,22.38
23517855004,371110,142.38
04017507531,371180,114.33
05210005125,371342,84.44
05261773512,371420,174.49
56772037408,371532,19.38
68053823801,371776,17.74
48855505207,371867,51.80
83043003446,372215,36.38
52074025381,372277,24.11
41408320402,372423,93.65
08843001504,372512,27.33
08486583134,372783,24.79
81732011217,373053,108.54
81562140508,373180,93.61
02778561134,373375,19.12
01481551711,373524,205.57
01137340058,373852,16.19
54560086553,374252,21.47
03308035473,374446,180.43
76122235801,374570,28.23
41001040664,374706,29.11
22221614701,374872,195.47
61141733107,375147,4.70
05411740646,375155,95.30
05821751576,375313,23.16
11657583601,375347,27.90
84054048144,375462,15.47
05153416726,375576,173.32
68725453506,375815,58.14
53210000648,376185,191.00
06020046456,376357,17.37
07137416243,376637,144.40
03782617758,376756,171.03
76606505804,376850,22.42
02882354302,376867,35.37
12686161306,377200,84.48
08476088081,377548,10.19
20114070075,377632,13.66
86204188808,377765,26.20
08708022220,377804,132.40
02826046187,378031,195.48
06838348225,378258,149.33
06085342381,378840,37.60
42588028561,380014,166.52
23140076427,380170,64.20
02852087615,380275,60.67
15223350300,380303,24.42
04623321658,380553,5.66
01882018705,380703,46.36
87828001816,380722,28.43
00056561245,381006,63.40
02814521853,381034,34.45
07351407028,381110,60.33
87132487700,381210,99.63
78250814808,381325,146.80
83385466608,381372,22.76
36268053640,381546,95.94
43810370404,381651,73.30
85558032431,381885,22.41
45323523301,382100,83.19
07201673614,382121,54.51
07065007534,382223,42.82
04715083526,382278,41.52
03302134050,382462,113.56
56676582402,382641,34.34
66434346208,382680,36.60
43861013152,383046,3.59
06564117107,383056,43.56
84785076257,383206,104.50
51001147108,383343,13.50
30725873202,383353,33.46
02473077572,383513,16.26
48815204801,383534,31.57
00003373040,383542,58.64
57483017133,383710,11.70
62461302306,383722,72.59
33356003822,383730,17.63
04483186456,384038,179.38
10327881002,384170,17.24
35611023110,384312,19.49
06136686703,384605,15.28
41475028622,384750,7.97
18173062161,384758,17.60
51603031885,385102,23.51
45158007722,385255,161.20
62704828003,385442,33.10
46381464602,385503,1.64
02552076800,385538,122.80
02481683012,385770,67.59
06238634373,385782,73.70
86455003830,385810,67.30
00604110802,386417,27.70
00774883333,386477,60.91
60645281607,386516,35.00
41060034121,386707,3.79
34282031410,386876,33.92
04522113081,387040,5.96
04323687802,387124,70.16
67587073303,387667,45.93
85535003228,387682,68.33
04812414060,387780,53.24
47548025100,387835,78.62
06454077201,387845,40.69
03284855041,387880,158.32
07455106116,388011,80.60
03552612504,388115,71.44
04115163127,388241,4.28
03045503724,388407,22.59
26532175305,388666,47.93
30454017506,388772,13.30
23016064435,388783,33.30
06508808307,388801,47.65
44031300105,388815,46.22
35088870308,400084,63.72
03626510708,400284,49.41
04071564875,400423,103.49
34472870407,400653,27.19
52577046155,400847,60.80
02604343843,401080,13.15
51867036660,401100,85.10
73222803703,401320,11.60
28770002323,401456,13.12
41207036852,401751,30.25
38445083641,401851,30.70
03823048550,402160,20.36
53147412604,402167,79.50
41012071214,402413,21.59
83033086847,402444,68.59
46852034074,402575,33.96
18641068814,402631,39.08
11025811700,402763,4.95
07836024100,402848,52.05
02102186007,402863,31.70
20006278802,402866,53.20
08154040138,402877,39.19
83728238805,403012,175.14
17282772705,403044,25.10
05874120757,403066,55.43
08504846026,403355,172.82
08325536174,403463,16.19
01533621400,403771,30.40
85786504700,404040,63.83
73175565807,404078,21.77
08788431600,404106,160.77
80247020123,404161,68.48
76002475608,404243,36.32
47036044568,404278,19.10
80517485507,404634,17.36
08062427304,404647,2.18
47412072106,404833,37.95
85832018768,404850,7.30
01511058280,404874,83.05
52473767602,405431,21.58
12562856705,405535,48.64
06833013873,405703,107.13
04087311305,405746,133.10
06225406126,406131,44.69
42323050685,406273,28.82
13157037661,406330,2.51
00816032553,406813,26.11
21151023585,406851,171.38
18307313502,407035,169.48
78244032255,407332,6.11
81612754405,407438,27.94
21688066242,407465,16.96
11635384506,407734,17.81
33813551605,408165,58.76
08554736500,408168,97.78
17173500306,408213,10.51
84076462105,408243,40.21
71330001274,408511,35.61
00821418557,408721,23.20
30303755307,408782,22.82
54811632604,410037,21.52
50217061830,410045,31.74
46808078474,410221,51.83
72515030838,410223,23.90
15040042567,410365,8.95
02246838713,410438,23.29
33417004201,410521,26.49
04344826736,410543,7.53
62472078530,410706,8.74
66857005474,410828,8.57
40783083047,411403,42.81
05465421707,412007,53.65
03031506178,412281,47.92
03126481400,412502,24.79
03200377367,412787,16.52
56342728506,413383,123.56
31203082614,413477,14.13
01272008228,413851,34.72
12211544101,413870,32.10
37327053514,413888,44.90
00674346438,414015,3.81
82402610600,414085,75.25
74501846803,414141,83.70
13434028765,414222,67.33
74862414102,414244,37.67
04408761333,414258,41.79
71828057818,414283,158.58
03523444208,414437,44.34
71658027152,414481,11.96
02007183548,414542,105.68
40642018874,414674,1.52
44203348602,414685,12.07
02607701105,414686,87.23
13876013813,414853,75.77
53381261403,415007,109.35
05572266611,415117,3.75
27361000628,415124,24.13
07728443156,415286,27.10
01627147010,415371,96.83
33063258308,415552,6.46
01638161113,415645,90.70
04026054535,415887,31.70
02487551105,416223,168.23
07845071720,416288,114.20
34345070130,416571,15.99
43175412704,416705,51.46
03138286764,417232,20.92
48133066366,417420,11.53
02706755686,417460,91.73
01240012464,417514,171.78
08210164324,417587,9.48
47808036236,417630,34.81
05655217340,417744,10.44
27516062712,418006,93.69
16237054078,418025,47.54
05167468803,418076,94.83
01487208625,418084,32.27
02314570652,418110,29.39
11177061555,418115,43.34
15732046245,418248,117.62
70138208300,418368,33.33
10322037842,418410,75.49
00308007881,418533,65.44
00508028623,418830,97.12
00677474507,418845,147.77
85172070858,420051,36.70
14738563700,420054,16.39
36607514003,420230,42.85
00425551155,420378,206.26
08000372724,420657,3.80
80556050103,420715,34.74
80084316606,420838,81.14
44723087785,420870,31.58
00062200774,421156,30.81
36418371702,421602,2.99
06333157087,421773,73.29
07042351270,421820,69.30
05451843016,421865,40.63
20864076000,422482,91.28
05203826581,422486,44.24
45248234304,422821,3.10
81400864106,422880,101.96
02052057027,423016,49.49
31173331404,423230,20.44
24861085705,423371,82.38
06476402702,423452,3.50
62678011877,423543,67.93
05810366046,424150,91.76
05016873400,424467,47.30
41074054345,424516,44.40
05041133403,424551,16.70
77386076560,424624,69.30
85744468003,424753,163.21
76147338604,424801,44.74
35813668800,425080,21.84
03700365100,425084,100.40
26455771206,425101,61.52
34534066300,425250,30.18
35716044130,425270,23.40
75250047183,425315,27.98
37801035126,425355,154.78
80245018502,425658,34.47
71746702504,425713,94.37
55721048375,426046,21.89
00715087267,426101,19.79
05263520215,426220,155.18
38346306307,426234,38.30
71676020053,426664,53.99
83761003285,426806,25.31
16610043762,426807,49.00
02201117707,427025,30.31
01435205834,427170,29.73
01111858522,427184,23.58
50382070825,427286,68.13
80375735608,427608,49.98
03104846546,428231,47.38
24235025273,428341,32.53
65624045187,428402,76.93
63740654202,428461,164.74
58175055176,428640,10.63
34416158805,430518,136.25
23782024108,430603,35.42
70015508102,430614,26.68
44837016256,430731,36.66
68113024226,430775,75.82
06134566613,430805,25.78
58665081473,430866,44.50
47021102605,431064,92.82
03540605347,431140,43.33
04841216075,431275,23.27
31287112303,431631,6.40
04605624741,431740,20.34
71020060832,432005,16.85
00146538157,432035,34.32
04173580108,432148,17.90
37406201408,432364,35.92
04835130507,432574,8.77
38648056813,432603,32.28
42520043701,432608,14.44
76631151504,433058,36.82
05753481062,433618,41.53
13605533101,433710,182.11
24873700203,433877,133.56
05713846404,434022,40.82
07008634060,434387,45.32
05004743322,434454,112.73
70801062423,434576,45.56
11368086671,434756,202.73
08566448572,435177,70.40
07760278036,435403,60.57
04057118041,435634,41.75
56807467603,435850,43.32
08776320088,435886,186.41
37182045003,436174,9.40
24005800002,436206,62.95
68443076076,436514,12.35
00665226631,436556,5.96
02557875520,436561,16.11
06277253442,436838,29.76
48622064155,436841,38.54
07762415838,436881,116.83
34163020708,437111,112.88
08442101044,437324,3.77
04636267573,437484,27.89
87453141307,437804,25.11
00120810770,437827,83.36
65163053213,438042,46.62
05612176518,438335,118.21
01782551400,438542,74.71
13853080648,438703,33.28
03814532014,438882,4.64
72066642102,440011,40.21
28003710407,440304,49.95
06163126043,440607,92.13
46577372005,440657,170.27
02372208734,440686,12.55
18572050137,440700,3.56
06684431208,440875,8.36
21160076183,440881,41.62
47358047775,441004,23.99
51871100602,441146,59.56
51257746300,441156,40.37
14323011653,441221,8.69
02663322703,441578,63.32
02174845514,442017,50.53
08432532201,442886,47.50
04722632303,443107,37.72
30168321704,443140,38.82
00171727725,443236,47.11
05274632462,443332,22.26
78462722500,443571,52.11
31214312202,443610,18.64
53116027203,443713,38.03
07778023773,443722,35.39
23233756403,444105,47.63
47057087632,444165,21.57
71722033738,444187,3.31
04302020108,444263,5.62
03003606520,444434,123.70
24146056652,444705,170.46
04773472705,445535,16.33
08740685454,445536,86.70
65504037371,445680,37.70
63286557106,445717,187.97
07337808162,446000,74.51
08625570407,446058,32.26
00748032645,446342,25.59
03078264100,446534,18.80
51017078440,447177,20.46
07174280703,447335,38.98
40167761802,447371,40.88
83616282101,447652,188.69
71464783608,447776,27.28
47236411400,447820,12.15
08374082516,448011,76.76
62233041723,448032,145.66
06656000323,448050,38.70
03001682131,448102,113.18
64645078677,448253,30.99
21407438003,448283,31.80
54175001811,448408,1.15
53562038122,448623,46.10
65800027215,450002,39.00
82218017782,450061,19.14
04881761763,450333,29.70
08651481051,450357,96.85
25704368803,450404,36.88
00345735081,450613,11.30
62732180601,451035,2.02
05334176303,451452,10.26
63408828703,451766,213.60
04622673636,452051,2.16
02216664757,452321,83.60
72153552805,452384,35.28
17137028440,452441,49.88
03542721758,452575,144.61
00242671881,452746,81.38
02051363050,452807,60.47
02835225365,452861,166.95
88256075383,452863,8.73
00557575661,453083,19.74
00517541686,453114,119.38
04305033621,453214,10.20
07402363234,453681,3.31
08263867831,453837,163.33
66638253702,453863,7.60
30682051502,454266,197.83
05870808004,454643,66.18
03735302325,454724,87.39
07832431336,454865,64.98
05135781806,455067,35.39
82552028353,455140,65.48
26380421202,455150,104.50
80367000246,455203,76.36
00368318131,455218,40.30
11042818707,455225,42.46
62652083043,455465,24.69
17552157600,455476,24.24
18763680508,455658,36.39
02428507530,455713,94.72
38238455201,455721,33.51
51000110801,456266,21.80
08528277545,456284,25.23
35360072381,456318,164.55
45607031821,456416,146.20
80308387207,456521,126.75
73286002331,456577,1.51
56651073225,456614,51.47
05826237150,456768,93.25
28315270702,456880,22.71
34475085036,457007,84.37
83132145206,457043,10.34
54326043402,457202,188.74
08471261202,457323,19.75
73355061676,457404,137.33
17700005118,457477,47.78
68777074643,458007,157.01
02840175704,458585,86.11
03552557760,458750,52.43
77508014728,460014,153.15
72040024361,460045,36.59
28835512100,460113,44.50
51248870303,460730,69.10
56710045888,461036,99.51
07841530200,461048,12.56
27747730806,461176,22.75
00408367001,461267,49.26
77838011860,461454,188.15
63354046355,461474,42.32
45418084555,461718,94.75
08725387802,461872,2.86
03874303555,461886,31.16
50345251603,462066,55.60
25318148302,462342,68.10
03671466827,462667,15.80
30031512003,462786,199.49
08743325868,462874,19.93
86050870306,463274,78.27
73348072710,463654,47.50
05753108778,463670,46.22
24077087533,463675,5.25
53466752107,463715,36.78
03143240016,463747,54.65
06641123501,463850,11.88
36253068201,464101,68.87
05660413024,464118,102.11
00004306068,464336,28.82
20164586102,464507,73.18
84827032058,465008,46.66
04838183817,465010,168.72
38684788107,465160,135.83
27062054841,465317,62.25
22237013172,465362,76.75
02471370127,465622,85.67
21306054671,465634,44.80
05357288550,466075,8.65
26841061831,466443,45.85
08138172340,466455,49.12
23322485302,467156,169.16
77440041687,467263,23.32
00330664748,467673,6.31
05564815610,467780,9.22
05521068830,467817,100.42
12883081477,468067,192.47
47200088245,468225,49.19
15574600000,468832,23.56
07618661800,470163,197.18
20875074106,470352,11.42
56632053247,470386,50.90
57610033188,470532,32.19
58405275305,471036,169.81
22138688808,471135,41.38
40646034544,471265,122.24
00571044501,471274,35.30
85410041121,471517,6.59
04021278402,471532,45.90
05318057804,471605,19.77
41658348700,471662,38.96
04257113606,471668,33.68
06146011132,471711,7.84
07717168258,471808,12.45
46345120606,472416,184.70
03366416131,472527,29.48
08536213620,472586,18.81
17277651802,472836,27.15
83703048102,473050,41.73
